crime_id,crime_type,date_time,latitude,longitude,location,day_of_week,time_of_day,season,weather,past_crime_rate,police_stations_nearby,prediction_label,hour,dbscan_cluster
488,Homicide,2023-10-28 12:38:00,28.612385275836893,77.3311589567698,Train Station,Saturday,Afternoon,Winter,Rainy,0.7439788198953744,4,0,12,-1
489,Vandalism,2024-12-22 09:29:00,28.88016459363062,77.30484095413789,Suburb A,Sunday,Morning,Summer,Cloudy,0.887030853473058,1,1,9,-1
490,Theft,2024-11-01 19:27:00,28.856105513556365,77.45754922724501,Train Station,Friday,Evening,Winter,Snowy,0.5755809790941133,3,0,19,-1
491,Robbery,2022-07-23 22:07:00,28.682262701114283,77.07818107082244,Train Station,Saturday,Evening,Winter,Foggy,0.805765797307387,3,1,22,-1
492,Drug Offense,2023-03-17 13:28:00,28.748053039120613,77.37589908179346,Train Station,Friday,Afternoon,Winter,Snowy,0.6197323897672333,1,0,13,-1
493,Assault,2023-04-13 13:21:00,28.61095247319245,77.28413430813438,Suburb B,Thursday,Afternoon,Summer,Clear,0.9337020566122838,2,1,13,-1
494,Homicide,2024-07-17 12:26:00,28.575248463889505,77.13733293489395,University Area,Wednesday,Afternoon,Summer,Rainy,0.6635498327000396,3,0,12,-1
495,Homicide,2022-07-14 10:27:00,28.685479361976,77.23721745707358,University Area,Thursday,Morning,Spring,Foggy,0.6645314084504548,2,0,10,-1
496,Burglary,2023-10-03 21:16:00,28.641340891210422,77.1668882985349,Industrial Zone,Tuesday,Evening,Winter,Rainy,0.7990969392589468,4,1,21,-1
497,Homicide,2024-02-06 04:43:00,28.733462444740347,77.28965670139424,Downtown,Tuesday,Night,Winter,Rainy,0.5917814540599544,3,0,4,-1
498,Burglary,2024-08-29 02:05:00,28.531093854786,77.44450030540733,Mall,Thursday,Night,Winter,Cloudy,0.6424443194515306,2,0,2,-1
499,Vandalism,2022-06-24 02:27:00,28.889757923066465,77.2846524922061,Suburb A,Friday,Night,Winter,Snowy,0.7083159250597058,1,0,2,-1
500,Vandalism,2022-07-17 23:47:00,28.89448429779184,77.31586120916329,Mall,Sunday,Evening,Winter,Foggy,0.6768189315700552,4,0,23,-1
501,Homicide,2024-02-03 04:35:00,28.7792646856079,77.25937392355735,Park,Saturday,Night,Winter,Cloudy,0.7624386090027913,5,1,4,-1
502,Theft,2022-05-03 18:35:00,28.714438546537647,77.02558275322274,Downtown,Tuesday,Evening,Winter,Foggy,0.7998200720344831,5,1,18,-1
503,Burglary,2023-11-07 21:07:00,28.62381104651453,77.11642927843805,Train Station,Tuesday,Evening,Spring,Snowy,0.7833337268750823,1,1,21,-1
504,Burglary,2024-04-21 11:55:00,28.825518007882778,77.24600086471604,Suburb B,Sunday,Morning,Spring,Cloudy,0.8270841559959661,4,1,11,-1
505,Assault,2024-05-16 23:03:00,28.77389246902155,77.15511764187235,Mall,Thursday,Evening,Fall,Foggy,0.6538747583039102,4,0,23,-1
506,Theft,2023-08-13 19:19:00,28.56504677573796,77.0908817988806,Commercial Hub,Sunday,Evening,Winter,Cloudy,0.563213113577514,4,0,19,32
507,Theft,2023-12-22 03:36:00,28.864370873797537,77.25206642095922,Suburb B,Friday,Night,Winter,Rainy,0.8804037707155385,4,1,3,-1
508,Drug Offense,2024-11-05 06:09:00,28.829014897169262,77.16140489672392,Park,Tuesday,Morning,Spring,Clear,0.9253901913153412,5,1,6,-1
509,Vandalism,2024-09-14 07:54:00,28.87991996531677,77.12905382158671,Suburb B,Saturday,Morning,Spring,Foggy,0.6285031161112161,2,0,7,-1
510,Drug Offense,2022-08-10 11:54:00,28.790287803355344,77.23199270872018,Train Station,Wednesday,Morning,Winter,Snowy,0.7035459780790099,4,0,11,-1
511,Robbery,2024-01-23 03:48:00,28.74536607837432,77.06664212904109,Train Station,Tuesday,Night,Winter,Foggy,0.7492846084817777,2,0,3,-1
512,Theft,2023-07-25 18:14:00,28.66729721451625,77.4638728665377,Train Station,Tuesday,Evening,Spring,Clear,0.7666634213764683,4,1,18,-1
513,Homicide,2024-05-28 17:49:00,28.873091393341603,77.43385104895962,Downtown,Tuesday,Afternoon,Spring,Foggy,0.829745085543826,3,1,17,-1
514,Assault,2022-02-23 19:59:00,28.846425555800163,77.35381029287026,Commercial Hub,Wednesday,Evening,Fall,Foggy,0.5208016166776607,3,0,19,-1
515,Homicide,2023-07-02 00:11:00,28.51808746804248,77.05310691379422,Downtown,Sunday,Night,Fall,Foggy,0.8607385413670086,3,1,0,-1
516,Homicide,2023-07-14 22:48:00,28.5105467897989,77.38793862723485,Train Station,Friday,Evening,Winter,Snowy,0.5309855034897051,4,0,22,-1
517,Theft,2023-09-25 10:22:00,28.65058534675122,77.4039786640545,Park,Monday,Morning,Spring,Clear,0.7341442838364339,2,0,10,-1
518,Drug Offense,2022-01-13 05:55:00,28.82422133231273,77.38388230885717,Train Station,Thursday,Night,Fall,Clear,0.9138355677845972,5,1,5,-1
519,Fraud,2022-10-21 18:42:00,28.894910451725977,77.05698294355962,Downtown,Friday,Evening,Winter,Snowy,0.7256076566391981,1,0,18,-1
520,Homicide,2024-03-31 02:09:00,28.56016675644141,77.32195397853388,Suburb B,Sunday,Night,Fall,Foggy,0.5745448743841239,5,0,2,-1
521,Homicide,2022-03-04 02:47:00,28.73765228614085,77.4171623978747,Suburb B,Friday,Night,Fall,Foggy,0.9925169225029798,4,1,2,-1
522,Fraud,2024-12-22 06:24:00,28.652356342652407,77.28867670060984,Train Station,Sunday,Morning,Fall,Clear,0.9446427310371316,3,1,6,-1
523,Assault,2024-05-09 14:21:00,28.88796575912584,77.32320368761404,Industrial Zone,Thursday,Afternoon,Summer,Foggy,0.885656816612507,3,1,14,-1
524,Vandalism,2022-11-19 11:19:00,28.83684756925428,77.22918173971316,Suburb B,Saturday,Morning,Winter,Rainy,0.7057558014496053,2,0,11,-1
525,Burglary,2023-10-27 18:38:00,28.83533148188445,77.26435365994203,University Area,Friday,Evening,Fall,Foggy,0.591922863444649,4,0,18,-1
526,Theft,2022-06-23 01:09:00,28.687477263917987,77.01718842917586,University Area,Thursday,Night,Winter,Foggy,0.9707055907092506,5,1,1,-1
527,Drug Offense,2022-11-19 19:03:00,28.665927800935066,77.31948151098665,Commercial Hub,Saturday,Evening,Winter,Cloudy,0.7661755632585695,4,1,19,-1
528,Robbery,2022-06-17 08:28:00,28.609362828772284,77.04072360644558,University Area,Friday,Morning,Spring,Clear,0.9261777301937426,4,1,8,-1
529,Vandalism,2024-05-18 15:38:00,28.52255019866037,77.21750729717012,Suburb B,Saturday,Afternoon,Winter,Clear,0.6710475028797129,3,0,15,-1
530,Drug Offense,2024-06-24 13:17:00,28.84588895050202,77.14632754883371,Commercial Hub,Monday,Afternoon,Fall,Rainy,0.6676441585397352,5,0,13,-1
531,Vandalism,2023-03-18 16:07:00,28.82516040365203,77.27271397510586,Mall,Saturday,Afternoon,Winter,Rainy,0.9927702403370195,1,1,16,-1
532,Theft,2023-12-08 13:07:00,28.899887069314453,77.0667081677616,Industrial Zone,Friday,Afternoon,Spring,Rainy,0.760916524247425,3,1,13,-1
533,Burglary,2023-08-04 21:43:00,28.89865473482956,77.34582170098666,Suburb A,Friday,Evening,Summer,Clear,0.5703477119303731,5,0,21,-1
534,Theft,2024-09-23 16:42:00,28.72217268224105,77.39750576846424,Commercial Hub,Monday,Afternoon,Summer,Cloudy,0.6098373389973537,2,0,16,-1
535,Burglary,2023-09-24 01:14:00,28.8075949660722,77.08167722487158,Suburb B,Sunday,Night,Spring,Cloudy,0.7409721396963604,3,0,1,-1
536,Drug Offense,2024-03-20 19:03:00,28.87790629195297,77.05215654367593,Suburb B,Wednesday,Evening,Fall,Snowy,0.5212354552442057,2,0,19,-1
537,Assault,2022-01-16 06:19:00,28.83985895627096,77.07275774139367,Industrial Zone,Sunday,Morning,Fall,Clear,0.7312669926891502,3,0,6,-1
538,Burglary,2023-03-09 04:48:00,28.59893924069728,77.43856378094925,Industrial Zone,Thursday,Night,Fall,Snowy,0.7094704210400637,4,0,4,-1
539,Robbery,2023-06-08 09:20:00,28.68021765412404,77.26409463087818,Commercial Hub,Thursday,Morning,Winter,Foggy,0.8896681326597435,5,1,9,-1
540,Vandalism,2022-09-03 00:31:00,28.5516637660606,77.23363049800375,Train Station,Saturday,Night,Summer,Rainy,0.6774709822446209,2,0,0,-1
541,Assault,2024-05-31 05:08:00,28.881620410903487,77.05335590955117,Industrial Zone,Friday,Night,Fall,Snowy,0.9912743807697996,3,1,5,-1
542,Drug Offense,2024-02-18 17:45:00,28.74246985378036,77.32477800337848,Train Station,Sunday,Afternoon,Summer,Snowy,0.5903849596504516,2,0,17,-1
543,Fraud,2023-04-17 16:35:00,28.591457122201383,77.43399979594754,Mall,Monday,Afternoon,Spring,Clear,0.7954933424840674,3,1,16,-1
544,Assault,2023-12-27 02:25:00,28.768680273762342,77.41409293466172,Suburb B,Wednesday,Night,Summer,Rainy,0.5448496485041273,3,0,2,-1
545,Burglary,2022-03-28 13:01:00,28.74725129618316,77.3130273544904,Commercial Hub,Monday,Afternoon,Fall,Rainy,0.866931991996991,1,1,13,-1
546,Robbery,2024-07-30 02:55:00,28.64326508721313,77.03763935832583,Industrial Zone,Tuesday,Night,Summer,Cloudy,0.9973768440309858,1,1,2,-1
547,Assault,2023-10-04 18:27:00,28.54542303687985,77.056198513588,Mall,Wednesday,Evening,Spring,Snowy,0.909569318875816,1,1,18,-1
548,Robbery,2024-04-08 22:40:00,28.76862927823712,77.0246544935549,Commercial Hub,Monday,Evening,Summer,Cloudy,0.7778517703601506,2,1,22,-1
549,Robbery,2024-05-05 09:07:00,28.70812308036152,77.12873960824624,Suburb A,Sunday,Morning,Winter,Snowy,0.7423706786998461,4,0,9,-1
550,Drug Offense,2024-04-09 00:20:00,28.80892735669425,77.0678307335802,Downtown,Tuesday,Night,Spring,Clear,0.9175149806334236,3,1,0,-1
551,Assault,2022-12-18 19:29:00,28.708065400444795,77.13002402012621,Train Station,Sunday,Evening,Winter,Clear,0.967987042355362,5,1,19,-1
552,Drug Offense,2024-01-12 02:27:00,28.84087260012741,77.19252902785948,Downtown,Friday,Night,Winter,Foggy,0.9946032628990464,1,1,2,-1
553,Fraud,2022-08-05 07:27:00,28.7207627355098,77.47149139203557,Park,Friday,Morning,Fall,Snowy,0.6982696137822421,2,0,7,-1
554,Burglary,2024-03-31 16:05:00,28.72437518861416,77.30518802989084,Mall,Sunday,Afternoon,Fall,Snowy,0.995458737397256,2,1,16,-1
555,Homicide,2024-03-21 09:47:00,28.850661441063338,77.41748689284148,Train Station,Thursday,Morning,Spring,Rainy,0.5779631260869158,2,0,9,-1
556,Vandalism,2023-11-27 07:21:00,28.66139314648496,77.35517575035617,Mall,Monday,Morning,Fall,Rainy,0.6267748879659546,5,0,7,-1
557,Assault,2022-12-11 02:32:00,28.553606091380257,77.05625156526331,University Area,Sunday,Night,Summer,Cloudy,0.544508062366948,5,0,2,-1
558,Homicide,2022-08-22 16:32:00,28.511513070525336,77.36796020318697,Train Station,Monday,Afternoon,Spring,Foggy,0.6358692582422408,1,0,16,-1
559,Theft,2023-02-02 11:22:00,28.802054902269447,77.13754944077957,Suburb B,Thursday,Morning,Fall,Clear,0.8839687758090056,5,1,11,-1
560,Vandalism,2022-10-30 07:06:00,28.748123820541384,77.31955392349735,Mall,Sunday,Morning,Fall,Snowy,0.9264621790892248,1,1,7,-1
561,Assault,2022-10-27 08:12:00,28.78163190723969,77.17048098682149,Suburb B,Thursday,Morning,Summer,Cloudy,0.8894463225512859,5,1,8,-1
562,Vandalism,2022-12-22 19:09:00,28.585185664603564,77.49883613163233,University Area,Thursday,Evening,Winter,Foggy,0.8155328890838481,5,1,19,-1
563,Homicide,2022-06-04 05:49:00,28.554548590234702,77.13177573974839,Industrial Zone,Saturday,Night,Summer,Rainy,0.7569832562613228,5,1,5,-1
564,Theft,2024-10-08 14:48:00,28.505817866267154,77.13956523538714,Mall,Tuesday,Afternoon,Winter,Foggy,0.8543521446068232,1,1,14,-1
565,Vandalism,2024-07-08 21:59:00,28.64023502352264,77.4653361277812,Downtown,Monday,Evening,Fall,Cloudy,0.6954167746336108,3,0,21,-1
566,Homicide,2023-10-24 20:20:00,28.73596707474185,77.01232220231816,Mall,Tuesday,Evening,Winter,Clear,0.920654175749851,1,1,20,-1
567,Vandalism,2022-11-06 14:04:00,28.65689761803989,77.3483444939366,Industrial Zone,Sunday,Afternoon,Winter,Rainy,0.8385950469883927,3,1,14,-1
568,Theft,2024-08-18 14:40:00,28.67498996880949,77.36266319536794,Commercial Hub,Sunday,Afternoon,Fall,Rainy,0.8489023492472043,2,1,14,-1
569,Robbery,2023-09-13 08:37:00,28.8616634777975,77.4181892887052,Downtown,Wednesday,Morning,Spring,Clear,0.7679679965645356,2,1,8,-1
570,Theft,2022-04-26 11:32:00,28.63930218680932,77.48721965531924,Downtown,Tuesday,Morning,Summer,Rainy,0.9426144921055865,1,1,11,-1
571,Theft,2022-06-01 09:29:00,28.705595795663925,77.48780095957832,University Area,Wednesday,Morning,Fall,Cloudy,0.6260073668395263,3,0,9,-1
572,Robbery,2024-07-14 01:03:00,28.813461205096456,77.03263837878323,Downtown,Sunday,Night,Summer,Rainy,0.6905738266805254,3,0,1,-1
573,Robbery,2024-01-26 09:04:00,28.658617112928507,77.41091966137645,Suburb A,Friday,Morning,Summer,Snowy,0.8888212848388446,3,1,9,-1
574,Fraud,2022-07-04 19:38:00,28.74883468009115,77.3231549668287,Suburb B,Monday,Evening,Winter,Foggy,0.7463744480646688,2,0,19,-1
575,Drug Offense,2024-11-04 12:29:00,28.84494548349869,77.32367106718655,Train Station,Monday,Afternoon,Fall,Cloudy,0.9446070067120954,1,1,12,-1
576,Drug Offense,2022-03-26 14:58:00,28.879808249463057,77.06417496330735,Suburb A,Saturday,Afternoon,Spring,Clear,0.6731996598814262,4,0,14,-1
577,Homicide,2023-01-21 10:38:00,28.558829392371614,77.32509358322282,Commercial Hub,Saturday,Morning,Summer,Cloudy,0.6846650844098223,3,0,10,-1
578,Theft,2024-09-01 16:09:00,28.8706350500646,77.49124129030062,Mall,Sunday,Afternoon,Summer,Snowy,0.9443678946933128,3,1,16,-1
579,Homicide,2022-05-07 14:06:00,28.69684651723181,77.45590928476972,Park,Saturday,Afternoon,Spring,Rainy,0.7321851600910205,4,0,14,-1
580,Drug Offense,2023-12-05 22:05:00,28.603297755319584,77.21956533040243,Park,Tuesday,Evening,Summer,Rainy,0.7580622921012434,1,1,22,-1
581,Vandalism,2024-10-30 20:11:00,28.683654302495302,77.01997398664305,Suburb A,Wednesday,Evening,Fall,Cloudy,0.6663818576678397,3,0,20,-1
582,Theft,2022-03-22 07:45:00,28.89201303011419,77.1811467450001,Downtown,Tuesday,Morning,Spring,Rainy,0.638334971089541,1,0,7,-1
583,Robbery,2024-06-15 14:33:00,28.697047237597147,77.41319515580028,Mall,Saturday,Afternoon,Fall,Rainy,0.8279743554191961,3,1,14,-1
584,Assault,2024-12-06 19:10:00,28.631500644115004,77.35074955073259,Industrial Zone,Friday,Evening,Spring,Snowy,0.559920330770602,5,0,19,-1
585,Theft,2024-01-16 11:58:00,28.75336034172669,77.22967182779698,Mall,Tuesday,Morning,Summer,Clear,0.9396363205914546,3,1,11,-1
586,Robbery,2023-08-03 12:26:00,28.59605824751128,77.02755076757941,Train Station,Thursday,Afternoon,Spring,Foggy,0.889601568382554,5,1,12,-1
587,Theft,2023-11-24 21:38:00,28.530345331243467,77.21344736391165,University Area,Friday,Evening,Fall,Cloudy,0.5953741318529013,1,0,21,-1
588,Drug Offense,2022-04-18 20:41:00,28.55155188876426,77.23451246985894,Mall,Monday,Evening,Spring,Clear,0.8470099729122826,3,1,20,-1
589,Homicide,2023-11-17 02:21:00,28.55121833558311,77.46427776644707,Industrial Zone,Friday,Night,Summer,Foggy,0.8013164606428174,2,1,2,-1
590,Burglary,2022-07-13 17:43:00,28.56076107740492,77.32054305179108,Downtown,Wednesday,Afternoon,Winter,Clear,0.5922675253683221,2,0,17,-1
591,Vandalism,2024-03-02 09:16:00,28.55553086905977,77.15582645832733,Commercial Hub,Saturday,Morning,Summer,Cloudy,0.6366017530251162,4,0,9,-1
592,Robbery,2022-11-04 10:05:00,28.75634989792129,77.26265913222537,University Area,Friday,Morning,Summer,Snowy,0.7044932518669171,2,0,10,-1
593,Robbery,2022-10-17 11:19:00,28.57275203375966,77.03302765391108,University Area,Monday,Morning,Winter,Snowy,0.8496213676227369,5,1,11,-1
594,Robbery,2024-03-13 04:38:00,28.638266913329545,77.48628411782487,Downtown,Wednesday,Night,Spring,Snowy,0.819361704408503,2,1,4,-1
595,Drug Offense,2022-06-23 09:35:00,28.858715363962403,77.18002995096536,Train Station,Thursday,Morning,Summer,Clear,0.766117423838349,2,1,9,-1
596,Homicide,2024-02-11 20:50:00,28.689584656105147,77.23893367745657,Park,Sunday,Evening,Winter,Cloudy,0.8842052715570171,2,1,20,-1
597,Homicide,2023-11-04 04:42:00,28.76702309540841,77.17764198711846,Commercial Hub,Saturday,Night,Fall,Rainy,0.878968869803083,3,1,4,-1
598,Vandalism,2024-12-14 02:41:00,28.568927948480653,77.3412558650581,Suburb A,Saturday,Night,Winter,Rainy,0.808929577031128,4,1,2,-1
599,Homicide,2024-05-17 16:23:00,28.576915607523468,77.3311160791648,Suburb A,Friday,Afternoon,Summer,Snowy,0.8934950416924126,1,1,16,26
600,Robbery,2022-02-07 11:19:00,28.5163474465066,77.35766115526457,Commercial Hub,Monday,Morning,Fall,Clear,0.6671316873896046,4,0,11,-1
601,Assault,2023-01-05 06:21:00,28.567574025228865,77.13407161480596,Train Station,Thursday,Morning,Summer,Rainy,0.9406247641613028,5,1,6,-1
602,Robbery,2024-09-22 06:14:00,28.611436135612784,77.15783424058203,Train Station,Sunday,Morning,Winter,Clear,0.8074550429009704,3,1,6,-1
603,Fraud,2022-10-09 04:04:00,28.5708041937107,77.0626256155481,Industrial Zone,Sunday,Night,Fall,Cloudy,0.9111817569062152,3,1,4,7
604,Burglary,2023-08-29 03:32:00,28.53548101350282,77.32775498592305,Suburb B,Tuesday,Night,Summer,Snowy,0.773139552395142,2,1,3,10
605,Assault,2024-12-14 01:42:00,28.54825434844024,77.01989856366782,Mall,Saturday,Night,Winter,Foggy,0.6092191224943402,2,0,1,-1
606,Assault,2023-11-21 19:08:00,28.68431150721309,77.29884116776174,Train Station,Tuesday,Evening,Fall,Snowy,0.7712050643391544,5,1,19,-1
607,Robbery,2024-02-11 04:10:00,28.58253348736232,77.43484794242582,Suburb A,Sunday,Night,Summer,Foggy,0.685555831888294,3,0,4,-1
608,Vandalism,2023-01-06 22:49:00,28.64570794441923,77.44541607414482,Downtown,Friday,Evening,Winter,Rainy,0.8487495180185473,1,1,22,-1
609,Burglary,2022-12-06 23:28:00,28.701366908341942,77.22451888018499,Suburb A,Tuesday,Evening,Summer,Foggy,0.737896895867368,4,0,23,-1
610,Vandalism,2022-03-31 13:23:00,28.776157931451745,77.22965184410654,Suburb B,Thursday,Afternoon,Summer,Clear,0.9180564024638438,3,1,13,-1
611,Fraud,2023-05-02 14:39:00,28.51572485593644,77.038484591504,Commercial Hub,Tuesday,Afternoon,Summer,Foggy,0.8390362561609583,1,1,14,-1
612,Homicide,2023-08-07 23:50:00,28.81976415956361,77.33538251272152,Suburb B,Monday,Evening,Spring,Rainy,0.842272216515662,1,1,23,-1
613,Vandalism,2024-07-08 07:34:00,28.751160155796363,77.41062971018643,Mall,Monday,Morning,Summer,Rainy,0.6085776667455325,4,0,7,8
614,Theft,2023-05-05 09:51:00,28.53270361277955,77.12232752730236,Industrial Zone,Friday,Morning,Fall,Snowy,0.9921248832456452,1,1,9,-1
615,Vandalism,2024-08-18 06:23:00,28.849431449642708,77.21065044081668,Train Station,Sunday,Morning,Winter,Rainy,0.9208376046357444,5,1,6,-1
616,Homicide,2024-06-21 14:49:00,28.868348960212725,77.41941966838263,Industrial Zone,Friday,Afternoon,Winter,Clear,0.8945024422803474,1,1,14,-1
617,Theft,2023-08-01 12:32:00,28.524431183941942,77.43856023383114,Suburb B,Tuesday,Afternoon,Spring,Foggy,0.6651076125800137,5,0,12,-1
618,Assault,2024-12-16 13:10:00,28.61075105925888,77.12158999013211,Downtown,Monday,Afternoon,Spring,Cloudy,0.7678158264236159,1,1,13,-1
619,Fraud,2023-02-13 19:08:00,28.822480511917224,77.27528531727069,Mall,Monday,Evening,Spring,Rainy,0.5685515940371644,2,0,19,-1
620,Homicide,2023-05-28 01:41:00,28.799303876153463,77.09624657531792,Downtown,Sunday,Night,Summer,Foggy,0.7692379883313529,1,1,1,-1
621,Drug Offense,2024-09-11 11:35:00,28.57380840774255,77.05093938206979,Downtown,Wednesday,Morning,Summer,Snowy,0.5729446232416436,5,0,11,-1
622,Theft,2022-07-30 22:54:00,28.583739729334685,77.45556025069598,Downtown,Saturday,Evening,Fall,Cloudy,0.7765189219948005,1,1,22,-1
623,Fraud,2024-11-22 03:18:00,28.64818884111656,77.41025375211605,Commercial Hub,Friday,Night,Winter,Snowy,0.8243609400774528,1,1,3,-1
624,Vandalism,2022-06-21 05:17:00,28.693809194076408,77.38001745090159,Train Station,Tuesday,Night,Winter,Clear,0.6950979836249511,1,0,5,-1
625,Drug Offense,2024-07-09 16:09:00,28.74730190861212,77.02438315940657,Train Station,Tuesday,Afternoon,Summer,Snowy,0.7492724391656467,5,0,16,-1
626,Vandalism,2024-06-14 02:58:00,28.64756545582791,77.42186439635513,Downtown,Friday,Night,Winter,Foggy,0.937826693837293,1,1,2,-1
627,Homicide,2023-03-31 14:56:00,28.68501388645326,77.2190220379527,University Area,Friday,Afternoon,Summer,Cloudy,0.5542815723514047,4,0,14,-1
628,Assault,2023-12-17 00:26:00,28.7989883752535,77.17119756164793,Mall,Sunday,Night,Spring,Snowy,0.8958664464998265,4,1,0,-1
629,Homicide,2022-04-20 12:32:00,28.51467328115624,77.27323818051269,University Area,Wednesday,Afternoon,Summer,Snowy,0.5853772754980981,5,0,12,-1
630,Robbery,2024-02-05 07:24:00,28.60097477773761,77.04567662136178,Industrial Zone,Monday,Morning,Fall,Clear,0.5183539914023142,2,0,7,-1
631,Homicide,2022-06-17 11:14:00,28.78533983435382,77.3783232746762,Mall,Friday,Morning,Summer,Foggy,0.5927873013725239,4,0,11,-1
632,Homicide,2022-02-27 10:59:00,28.85808273507488,77.29121753844414,Suburb B,Sunday,Morning,Summer,Snowy,0.8825215949852449,3,1,10,-1
633,Vandalism,2022-07-22 22:41:00,28.704670976846263,77.09329504843659,Industrial Zone,Friday,Evening,Winter,Foggy,0.70256303666843,4,0,22,13
634,Theft,2023-11-18 04:08:00,28.712845394106125,77.09411609988452,Industrial Zone,Saturday,Night,Summer,Rainy,0.936260258423091,3,1,4,13
635,Assault,2022-03-20 09:58:00,28.54286880453591,77.09212432578634,Industrial Zone,Sunday,Morning,Fall,Clear,0.762353770591133,5,1,9,-1
636,Fraud,2024-08-25 22:53:00,28.67896494672938,77.02850119377597,University Area,Sunday,Evening,Summer,Clear,0.5111251759631654,2,0,22,11
637,Assault,2022-10-12 22:30:00,28.713046906582008,77.29389922468584,Train Station,Wednesday,Evening,Summer,Clear,0.8583568048009633,3,1,22,-1
638,Robbery,2024-07-07 19:00:00,28.596988201453893,77.42017408879425,Mall,Sunday,Evening,Spring,Foggy,0.5551164543606164,3,0,19,-1
639,Fraud,2022-06-12 00:16:00,28.60769729237975,77.00874910699369,Suburb B,Sunday,Night,Summer,Snowy,0.8946898167309623,4,1,0,-1
640,Burglary,2023-03-18 04:35:00,28.65091366524185,77.02450232248563,Park,Saturday,Night,Summer,Snowy,0.58405127490259,3,0,4,-1
641,Theft,2024-12-16 13:07:00,28.50802847911109,77.28638513834348,Park,Monday,Afternoon,Summer,Foggy,0.6727231929027567,5,0,13,-1
642,Robbery,2023-08-14 07:19:00,28.62883166623327,77.40974784269302,Downtown,Monday,Morning,Fall,Foggy,0.8806357148126802,5,1,7,-1
643,Theft,2022-09-07 01:15:00,28.58457920279862,77.16336944528432,Commercial Hub,Wednesday,Night,Winter,Rainy,0.9771156787382108,5,1,1,-1
644,Fraud,2024-05-09 20:50:00,28.63099894087117,77.17480719940386,Commercial Hub,Thursday,Evening,Spring,Cloudy,0.6857169753233662,4,0,20,-1
645,Vandalism,2024-07-25 02:07:00,28.5479048527277,77.29817324874838,Park,Thursday,Night,Spring,Cloudy,0.9147001100994678,2,1,2,-1
646,Drug Offense,2024-10-20 19:34:00,28.85621091229596,77.13710644456208,Park,Sunday,Evening,Summer,Clear,0.5953961327379194,4,0,19,-1
647,Vandalism,2022-02-03 20:32:00,28.73743698142162,77.01330418303884,Suburb A,Thursday,Evening,Summer,Snowy,0.9035898851012456,5,1,20,-1
648,Burglary,2023-05-11 22:09:00,28.7716409276578,77.3676142590508,Suburb B,Thursday,Evening,Winter,Clear,0.8287470296281255,4,1,22,14
649,Fraud,2023-08-20 13:00:00,28.81566849544293,77.31282495647072,Suburb A,Sunday,Afternoon,Summer,Snowy,0.5963717536061842,5,0,13,-1
650,Burglary,2023-12-24 07:36:00,28.699376879571624,77.29037799952783,Downtown,Sunday,Morning,Fall,Snowy,0.6512519801757057,1,0,7,-1
651,Fraud,2024-05-03 05:42:00,28.534768115234968,77.37084206449592,Suburb A,Friday,Night,Winter,Rainy,0.565885444298518,1,0,5,-1
652,Burglary,2022-06-25 16:23:00,28.714842616727417,77.33761541878101,University Area,Saturday,Afternoon,Summer,Foggy,0.6914835055321567,3,0,16,-1
653,Fraud,2022-05-19 16:34:00,28.734736447208352,77.10294099408917,Downtown,Thursday,Afternoon,Winter,Foggy,0.6018243205616387,2,0,16,-1
654,Theft,2024-11-05 16:35:00,28.79817578967373,77.17624052347168,University Area,Tuesday,Afternoon,Spring,Foggy,0.8219989768152367,1,1,16,-1
655,Robbery,2022-02-11 12:55:00,28.67266381849187,77.06305507083931,Downtown,Friday,Afternoon,Summer,Cloudy,0.9972525521102792,5,1,12,-1
656,Burglary,2024-08-20 01:40:00,28.551032121118222,77.06492850670894,Suburb A,Tuesday,Night,Winter,Foggy,0.5060045815421321,4,0,1,-1
657,Burglary,2024-03-03 11:16:00,28.613510362319488,77.33809787317827,Park,Sunday,Morning,Winter,Cloudy,0.7704599066436493,4,1,11,-1
658,Robbery,2022-02-03 11:50:00,28.64523291855945,77.42930005349125,University Area,Thursday,Morning,Summer,Clear,0.7868332987745048,3,1,11,-1
659,Fraud,2022-05-19 11:15:00,28.75836689653264,77.48136629193057,Mall,Thursday,Morning,Winter,Cloudy,0.957104394840406,4,1,11,-1
660,Assault,2022-08-01 18:47:00,28.728311321867565,77.31417355877473,Downtown,Monday,Evening,Summer,Snowy,0.7530026673834688,1,1,18,-1
661,Assault,2023-11-12 04:02:00,28.64243869035914,77.09205066168047,Commercial Hub,Sunday,Night,Summer,Rainy,0.7718507098224587,4,1,4,-1
662,Theft,2023-12-23 17:21:00,28.89460609951719,77.05282517272447,Train Station,Saturday,Afternoon,Fall,Rainy,0.7358264006641944,1,0,17,-1
663,Vandalism,2022-12-25 21:29:00,28.74230992774276,77.40642548576838,Mall,Sunday,Evening,Fall,Snowy,0.6344521522807407,1,0,21,8
664,Vandalism,2024-09-07 20:11:00,28.5948907166944,77.28937823818,Mall,Saturday,Evening,Winter,Clear,0.5280145666244569,2,0,20,-1
665,Theft,2022-10-04 02:45:00,28.54071298904816,77.30914251050686,Industrial Zone,Tuesday,Night,Winter,Rainy,0.704328841104918,3,0,2,-1
666,Vandalism,2024-07-26 01:18:00,28.56114365567373,77.39073104437736,Industrial Zone,Friday,Night,Winter,Snowy,0.5262957356203393,5,0,1,-1
